id_siniestro,id_poliza,id_asegurado,id_vehiculo,id_conductor,ramo,cobertura,fecha_ocurrencia,fecha_reporte,monto_reclamado,monto_estimado,monto_pagado,estado,sucursal,descripcion,documentos_completos,id_proveedor,beneficiario,dias_desde_inicio_poliza,dias_desde_fin_poliza,dias_entre_ocurrencia_reporte,historial_siniestros_asegurado,etiqueta_fraude_simulada
SIN-000195,POL-00016,ASG-00146,VEH-00143,ASG-00146,Generales,Responsabilidad Civil,2024-10-21,2024-10-24,39118.13,31788.38,30776.92,Negativa,Costa,Daños en la parte trasera del vehículo por choque en cadena en hora pico.,Sí,PRV-0005,Intermediario Cuenca #5,136,229,3,3,0
SIN-000196,POL-00181,ASG-00144,VEH-00276,ASG-00152,Vehículos,Volcadura,2023-08-16,2023-08-18,38956.92,31681.57,30955.84,Negativa,Sierra,Daños en techo por caída de árbol durante tormenta eléctrica.,Sí,PRV-0026,Intermediario Manta #26,75,290,2,0,0
SIN-000197,POL-00054,ASG-00068,VEH-00020,ASG-00029,Generales,Responsabilidad Civil,2025-08-21,2025-08-26,5251.14,4775.24,0.0,Cierre Sin Consecuencia,Centro,Colisión lateral en la autopista debido a cambio de carril imprudente del otro conductor.,Sí,PRV-0017,Hospital Ibarra #17,255,110,5,0,0
SIN-000198,POL-00139,ASG-00131,VEH-00322,ASG-00131,Generales,Daño,2025-07-22,2025-07-22,5050.78,5172.33,0.0,Pago Parcial,Norte,Impacto frontal contra poste de alumbrado al intentar esquivar un peatón.,Sí,PRV-0027,Abogado Ambato #27,260,105,0,1,0
SIN-000199,POL-00056,ASG-00086,VEH-00139,ASG-00045,Salud,Hospitalización,2024-07-08,2024-07-10,6151.2,6112.72,5423.05,Reserva,Costa,"Daño por granizo severo que afectó capó, techo y panel lateral.",Sí,PRV-0026,Intermediario Manta #26,148,217,2,1,0
SIN-000200,POL-00224,ASG-00147,VEH-00157,ASG-00147,Vida,Incapacidad,2025-04-28,2025-04-30,11554.4,9962.27,9711.07,Liquidado,Centro,Incendio del vehículo de origen eléctrico según informe del perito.,Sí,PRV-0015,Perito Portoviejo #15,252,113,2,0,0
SIN-000201,POL-00183,ASG-00008,VEH-00044,ASG-00008,Vehículos,Robo,2024-03-21,2024-04-04,15422.12,12307.17,10844.61,Anticipo,Costa,"Choque frontal sin testigos en zona solitaria durante la noche, el otro vehículo huyó.",Sí,PRV-0027,Abogado Ambato #27,364,1,14,1,1
SIN-000202,POL-00243,ASG-00050,VEH-00054,ASG-00050,Hogar,Robo,2024-07-02,2024-07-04,4075.69,3581.47,2963.55,Pago Parcial,Sierra,Se reporta robo del vehículo estacionado frente al domicilio del asegurado durante la noche.,Sí,PRV-0012,Taller Machala #12,113,252,2,0,0
SIN-000203,POL-00074,ASG-00012,VEH-00167,ASG-00029,Generales,Incendio,2024-11-19,2024-11-20,26635.35,26200.31,0.0,Negativa,Centro,Robo de electrodomésticos en domicilio durante vacaciones del asegurado.,Sí,PRV-0018,Clínica Riobamba #18,157,208,1,0,0
SIN-000204,POL-00002,ASG-00234,,ASG-00234,Generales,Robo,2024-09-19,2024-09-19,34580.84,31433.44,30823.94,Reserva,Centro,El asegurado reporta que un vehículo no identificado impactó su auto estacionado.,Sí,PRV-0003,Abogado Santo Domingo #3,228,137,0,0,0
SIN-000205,POL-00030,ASG-00179,VEH-00036,ASG-00179,Salud,Emergencia,2024-10-04,2024-10-06,30015.49,30359.49,29217.17,Anticipo,Norte,"El asegurado fue víctima de asalto, le sustrajeron el vehículo con amenaza.",Sí,PRV-0014,Taller Riobamba #14,41,324,2,1,0
SIN-000206,POL-00275,ASG-00101,VEH-00208,ASG-00011,Salud,Cirugía,2024-08-10,2024-08-10,12472.67,10250.18,0.0,Anticipo,Norte,Daños en la parte trasera del vehículo por choque en cadena en hora pico.,Sí,PRV-0011,Perito Portoviejo #11,273,92,0,1,0
SIN-000207,POL-00164,ASG-00197,VEH-00248,ASG-00197,Vida,Incapacidad,2024-10-07,2024-10-11,46777.4,47541.12,0.0,Liquidado,Costa,Volcadura en carretera rural por exceso de velocidad según informe de tránsito.,Sí,PRV-0016,Abogado Guayaquil #16,31,334,4,0,0
SIN-000208,POL-00298,ASG-00130,,ASG-00130,Hogar,Desastres Naturales,2025-09-14,2025-09-14,20954.85,17411.36,0.0,Pago Total,Oriente,Daños en techo por caída de árbol durante tormenta eléctrica.,Sí,PRV-0004,Grúa Quito #4,280,85,0,1,0
SIN-000209,POL-00196,ASG-00238,VEH-00138,ASG-00238,Vida,Enfermedad Grave,2023-09-15,2023-09-15,22910.37,17868.39,15962.91,Reserva,Norte,Se reporta robo del vehículo estacionado frente al domicilio del asegurado durante la noche.,Sí,PRV-0016,Abogado Guayaquil #16,57,308,0,1,0
SIN-000210,POL-00242,ASG-00103,VEH-00097,ASG-00103,Vida,Incapacidad,2023-09-03,2023-09-04,969.41,1009.26,941.18,Reserva,Costa,"El paciente acudió a emergencia por dolor abdominal agudo, requirió cirugía.",Sí,PRV-0018,Clínica Riobamba #18,134,231,1,2,0
SIN-000211,POL-00189,ASG-00021,VEH-00110,ASG-00021,Hogar,Daño por Agua,2025-05-19,2025-05-24,17248.53,14638.02,13965.02,Reserva,Oriente,Impacto frontal contra poste de alumbrado al intentar esquivar un peatón.,Sí,PRV-0015,Perito Portoviejo #15,199,166,5,1,0
SIN-000212,POL-00273,ASG-00225,VEH-00076,ASG-00036,Hogar,Incendio,2023-12-22,2023-12-24,2787.77,2044.79,0.0,Reserva,Sierra,Robo de electrodomésticos en domicilio durante vacaciones del asegurado.,Sí,PRV-0004,Grúa Quito #4,63,302,2,0,0
SIN-000213,POL-00178,ASG-00148,VEH-00028,ASG-00161,Vida,Enfermedad Grave,2025-11-06,2025-11-08,14875.92,14100.81,11650.74,Cierre Sin Consecuencia,Centro,"El asegurado fue víctima de asalto, le sustrajeron el vehículo con amenaza.",Sí,PRV-0013,Intermediario Manta #13,323,42,2,0,0
SIN-000214,POL-00237,ASG-00225,VEH-00076,ASG-00225,Salud,Emergencia,2025-03-18,2025-03-20,3875.83,4215.52,3480.41,Negativa,Centro,Hospitalización por fractura de fémur tras caída en el trabajo.,Sí,PRV-0026,Intermediario Manta #26,155,210,2,0,0
SIN-000215,POL-00267,ASG-00023,VEH-00166,ASG-00023,Salud,Cirugía,2024-02-24,2024-02-29,5599.26,4636.27,0.0,Anticipo,Sur,"Accidente en madrugada sin testigos, múltiples vehículos involucrados, relatos contradictorios.",Sí,PRV-0011,Perito Portoviejo #11,362,3,5,0,1
SIN-000216,POL-00151,ASG-00058,VEH-00079,ASG-00058,Hogar,Incendio,2024-04-13,2024-04-14,3448.34,2582.7,2438.49,Reserva,Oriente,Inundación por tubería rota que afectó pisos y paredes del primer nivel.,Sí,PRV-0011,Perito Portoviejo #11,161,204,1,1,0
SIN-000217,POL-00027,ASG-00223,VEH-00268,ASG-00158,Hogar,Robo,2023-09-23,2023-09-25,6676.28,4791.65,4328.91,Pago Parcial,Oriente,"Daño por granizo severo que afectó capó, techo y panel lateral.",Sí,PRV-0010,Grúa Esmeraldas #10,62,303,2,0,0
SIN-000218,POL-00134,ASG-00235,VEH-00133,ASG-00235,Vehículos,Pérdida Total por Robo (PTxRB),2025-07-27,2025-07-29,5400.95,4488.96,3896.51,Negativa,Norte,"El vehículo fue sustraído durante la madrugada, el asegurado no recuerda detalles exactos del lugar.",Sí,PRV-0012,Taller Machala #12,359,6,2,1,1
SIN-000219,POL-00066,ASG-00229,VEH-00153,ASG-00229,Vida,Fallecimiento,2024-06-23,2024-06-23,25862.83,19790.81,18748.55,Reserva,Sur,Colisión lateral en la autopista debido a cambio de carril imprudente del otro conductor.,Sí,PRV-0009,Perito Riobamba #9,204,161,0,0,0
SIN-000220,POL-00227,ASG-00065,VEH-00217,ASG-00169,Generales,Robo,2024-06-11,2024-06-11,9570.04,7487.42,6853.86,Pago Parcial,Norte,"Accidente en madrugada sin testigos, múltiples vehículos involucrados, relatos contradictorios.",No,PRV-0030,Taller Guayaquil #30,283,82,0,0,1
SIN-000221,POL-00077,ASG-00041,,ASG-00041,Salud,Emergencia,2023-09-29,2023-09-30,20598.67,16429.71,14686.0,Pago Total,Sur,"Incendio en cocina del domicilio, daños en muebles y estructura.",Sí,PRV-0024,Intermediario Manta #24,117,248,1,1,0
SIN-000222,POL-00214,ASG-00156,,ASG-00156,Generales,Robo,2023-07-23,2023-07-27,7812.45,8128.49,8041.22,Liquidado,Sierra,"Accidente en madrugada sin testigos, múltiples vehículos involucrados, relatos contradictorios.",Sí,PRV-0031,Perito Loja #31,2,363,4,1,1
SIN-000223,POL-00024,ASG-00131,VEH-00322,ASG-00131,Generales,Responsabilidad Civil,2025-06-16,2025-06-17,17753.13,15662.02,13065.73,Pago Parcial,Centro,Daños en la parte trasera del vehículo por choque en cadena en hora pico.,Sí,PRV-0020,Intermediario Riobamba #20,251,114,1,1,0
SIN-000224,POL-00066,ASG-00229,VEH-00153,ASG-00229,Vida,Incapacidad,2024-10-03,2024-10-06,22818.14,19751.83,19414.36,Pago Parcial,Sur,Volcadura en carretera rural por exceso de velocidad según informe de tránsito.,Sí,PRV-0015,Perito Portoviejo #15,306,59,3,0,0
SIN-000225,POL-00076,ASG-00062,,ASG-00051,Generales,Daño,2024-01-23,2024-01-28,29845.55,23231.55,0.0,Pago Parcial,Sierra,"El paciente acudió a emergencia por dolor abdominal agudo, requirió cirugía.",Sí,PRV-0017,Hospital Ibarra #17,86,279,5,0,0
SIN-000226,POL-00297,ASG-00210,VEH-00195,ASG-00210,Generales,Responsabilidad Civil,2024-07-08,2024-07-08,2556.9,2627.31,2298.63,Pago Parcial,Centro,Hospitalización por fractura de fémur tras caída en el trabajo.,Sí,PRV-0011,Perito Portoviejo #11,202,163,0,4,0
SIN-000227,POL-00127,ASG-00032,,ASG-00032,Generales,Daño,2024-09-23,2024-09-28,123764.02,130829.06,119140.29,Liquidado,Centro,"El vehículo fue robado, no hay testigos ni cámaras, la denuncia se hizo varios días después.",No,PRV-0004,Grúa Quito #4,236,129,5,0,1
SIN-000228,POL-00228,ASG-00178,,ASG-00178,Hogar,Robo,2024-05-09,2024-05-10,16603.35,13170.72,12565.82,Pago Parcial,Norte,"Choque por alcance en semáforo, el conductor de atrás no frenó a tiempo.",Sí,PRV-0020,Intermediario Riobamba #20,105,260,1,3,0
SIN-000229,POL-00164,ASG-00197,VEH-00248,ASG-00197,Vida,Enfermedad Grave,2024-10-28,2024-11-23,127169.42,94879.59,91446.02,Anticipo,Norte,"El vehículo fue sustraído durante la madrugada, el asegurado no recuerda detalles exactos del lugar.",Sí,PRV-0030,Taller Guayaquil #30,52,313,26,0,1
SIN-000230,POL-00018,ASG-00152,,ASG-00152,Generales,Daño,2024-02-14,2024-03-03,902.84,948.62,895.79,Cierre Sin Consecuencia,Oriente,"El vehículo fue robado, no hay testigos ni cámaras, la denuncia se hizo varios días después.",No,PRV-0019,Taller Esmeraldas #19,290,75,18,2,1
SIN-000231,POL-00234,ASG-00236,VEH-00156,ASG-00236,Vehículos,Pérdida Total,2023-09-25,2023-09-28,26222.82,22201.65,21922.06,Anticipo,Sierra,"Consulta médica por cuadro respiratorio, derivado a especialista.",Sí,PRV-0007,Perito Ambato #7,225,140,3,1,0
SIN-000232,POL-00210,ASG-00137,VEH-00128,ASG-00137,Generales,Incendio,2024-02-06,2024-02-08,3744.95,2599.87,2556.61,Pago Total,Sierra,"Choque por alcance en semáforo, el conductor de atrás no frenó a tiempo.",Sí,PRV-0005,Intermediario Cuenca #5,67,298,2,3,0
SIN-000233,POL-00296,ASG-00219,,ASG-00005,Vehículos,Volcadura,2025-03-20,2025-03-21,15437.05,14189.05,11900.72,Anticipo,Oriente,"Accidente en vía mojada, el vehículo perdió tracción y colisionó contra la baranda.",Sí,PRV-0028,Hospital Machala #28,217,148,1,2,0
SIN-000234,POL-00036,ASG-00183,,ASG-00183,Generales,Daño,2024-09-29,2024-09-30,559.22,348.41,334.72,Liquidado,Sierra,"Choque por alcance en semáforo, el conductor de atrás no frenó a tiempo.",Sí,PRV-0024,Intermediario Manta #24,72,293,1,0,0
SIN-000235,POL-00142,ASG-00006,VEH-00182,ASG-00187,Vida,Incapacidad,2025-01-01,2025-01-05,41254.7,38862.18,38096.27,Negativa,Norte,Pérdida total del vehículo por incendio de origen desconocido sin causa aparente.,No,PRV-0024,Intermediario Manta #24,179,186,4,0,1
SIN-000236,POL-00221,ASG-00226,VEH-00090,ASG-00139,Hogar,Daño por Agua,2023-07-02,2023-07-07,10004.93,9784.26,9147.02,Pago Total,Oriente,"El paciente acudió a emergencia por dolor abdominal agudo, requirió cirugía.",Sí,PRV-0027,Abogado Ambato #27,124,241,5,1,0
SIN-000237,POL-00266,ASG-00150,,ASG-00150,Generales,Responsabilidad Civil,2025-03-05,2025-03-06,21392.52,23309.79,19294.43,Anticipo,Centro,Robo de electrodomésticos en domicilio durante vacaciones del asegurado.,Sí,PRV-0027,Abogado Ambato #27,107,258,1,1,0
SIN-000238,POL-00200,ASG-00135,VEH-00146,ASG-00135,Vehículos,Daño Parcial,2024-10-16,2024-10-19,15580.57,16320.38,13246.68,Liquidado,Costa,"Incendio en cocina del domicilio, daños en muebles y estructura.",Sí,PRV-0022,Clínica Cuenca #22,114,251,3,2,0
SIN-000239,POL-00163,ASG-00230,VEH-00325,ASG-00018,Hogar,Desastres Naturales,2025-04-25,2025-04-26,7173.23,7132.59,6724.86,Pago Total,Norte,"El asegurado fue víctima de asalto, le sustrajeron el vehículo con amenaza.",Sí,PRV-0013,Intermediario Manta #13,326,39,1,1,0
SIN-000240,POL-00266,ASG-00150,,ASG-00164,Generales,Incendio,2025-03-16,2025-03-18,29497.89,28686.6,24681.2,Cierre Sin Consecuencia,Sierra,"Accidente en vía mojada, el vehículo perdió tracción y colisionó contra la baranda.",Sí,PRV-0002,Abogado Quito #2,118,247,2,1,0
SIN-000241,POL-00109,ASG-00173,VEH-00192,ASG-00173,Generales,Robo,2023-11-06,2023-11-11,28795.83,25290.15,21376.25,Pago Parcial,Sur,"El paciente acudió a emergencia por dolor abdominal agudo, requirió cirugía.",Sí,PRV-0026,Intermediario Manta #26,34,331,5,1,0
SIN-000242,POL-00073,ASG-00142,,ASG-00142,Hogar,Daño por Agua,2024-08-12,2024-08-15,17875.33,14289.57,11940.58,Pago Total,Sur,Impacto frontal contra poste de alumbrado al intentar esquivar un peatón.,Sí,PRV-0010,Grúa Esmeraldas #10,57,308,3,0,0
SIN-000243,POL-00203,ASG-00220,,ASG-00220,Salud,Atención Médica,2023-06-10,2023-06-15,29558.44,25057.76,23261.21,Pago Total,Costa,Impacto frontal contra poste de alumbrado al intentar esquivar un peatón.,Sí,PRV-0017,Hospital Ibarra #17,150,215,5,0,0
SIN-000244,POL-00282,ASG-00218,,ASG-00218,Vida,Incapacidad,2024-01-10,2024-01-10,9127.99,7715.16,0.0,Pago Parcial,Norte,"Incendio en cocina del domicilio, daños en muebles y estructura.",Sí,PRV-0004,Grúa Quito #4,314,51,0,0,0
SIN-000245,POL-00069,ASG-00134,VEH-00032,ASG-00134,Hogar,Robo,2024-08-21,2024-08-22,3754.74,2808.72,2347.14,Anticipo,Costa,"El paciente acudió a emergencia por dolor abdominal agudo, requirió cirugía.",Sí,PRV-0004,Grúa Quito #4,327,38,1,0,0
SIN-000246,POL-00317,ASG-00048,,ASG-00048,Hogar,Daño por Agua,2024-10-24,2024-10-25,8446.31,5582.09,4809.23,Liquidado,Oriente,Hospitalización por fractura de fémur tras caída en el trabajo.,Sí,PRV-0007,Perito Ambato #7,71,294,1,5,0
SIN-000247,POL-00214,ASG-00156,,ASG-00156,Generales,Daño,2023-11-17,2023-11-18,14370.12,9503.25,9365.94,Cierre Sin Consecuencia,Sierra,El vehículo fue impactado por otro automóvil en la intersección de la Av. Principal con calle secundaria.,Sí,PRV-0018,Clínica Riobamba #18,119,246,1,1,0
SIN-000248,POL-00269,ASG-00034,,ASG-00034,Salud,Cirugía,2024-07-07,2024-07-10,33500.08,24749.12,22648.84,Cierre Sin Consecuencia,Centro,Hospitalización por fractura de fémur tras caída en el trabajo.,Sí,PRV-0021,Hospital Riobamba #21,221,144,3,2,0
SIN-000249,POL-00004,ASG-00227,VEH-00075,ASG-00227,Salud,Cirugía,2023-10-02,2023-10-04,34653.48,21850.99,0.0,Cierre Sin Consecuencia,Sur,Se reporta robo del vehículo estacionado frente al domicilio del asegurado durante la noche.,Sí,PRV-0009,Perito Riobamba #9,166,199,2,2,0
SIN-000250,POL-00198,ASG-00028,VEH-00160,ASG-00028,Salud,Cirugía,2025-03-08,2025-03-09,16946.91,17125.32,0.0,Negativa,Costa,Colisión lateral en la autopista debido a cambio de carril imprudente del otro conductor.,Sí,PRV-0014,Taller Riobamba #14,81,284,1,0,0
SIN-000251,POL-00238,ASG-00176,VEH-00152,ASG-00107,Salud,Atención Médica,2024-10-25,2024-10-25,60439.41,60020.24,0.0,Liquidado,Centro,"Accidente en vía mojada, el vehículo perdió tracción y colisionó contra la baranda.",Sí,PRV-0014,Taller Riobamba #14,57,308,0,0,0
SIN-000252,POL-00127,ASG-00032,,ASG-00222,Generales,Responsabilidad Civil,2024-11-24,2024-11-25,58480.87,35141.33,32335.15,Anticipo,Centro,Inundación por tubería rota que afectó pisos y paredes del primer nivel.,Sí,PRV-0008,Grúa Manta #8,298,67,1,0,0
SIN-000253,POL-00147,ASG-00150,,ASG-00150,Vida,Enfermedad Grave,2023-07-30,2023-08-04,4035.04,2965.73,2691.08,Liquidado,Sierra,"El paciente acudió a emergencia por dolor abdominal agudo, requirió cirugía.",Sí,PRV-0017,Hospital Ibarra #17,168,197,5,1,0
SIN-000254,POL-00138,ASG-00009,VEH-00259,ASG-00009,Vehículos,Choque,2024-07-13,2024-07-28,51964.47,50694.07,0.0,Pago Total,Sur,"El vehículo fue sustraído durante la madrugada, el asegurado no recuerda detalles exactos del lugar.",No,PRV-0015,Perito Portoviejo #15,227,138,15,0,1
SIN-000255,POL-00142,ASG-00006,VEH-00182,ASG-00006,Vida,Fallecimiento,2025-06-21,2025-07-09,20925.72,19317.56,15900.19,Negativa,Sur,"Accidente en madrugada sin testigos, múltiples vehículos involucrados, relatos contradictorios.",Sí,PRV-0030,Taller Guayaquil #30,350,15,18,0,1
SIN-000256,POL-00269,ASG-00034,,ASG-00034,Salud,Hospitalización,2024-03-04,2024-03-17,42766.24,41513.11,34938.93,Anticipo,Centro,Pérdida total del vehículo por incendio de origen desconocido sin causa aparente.,Sí,PRV-0007,Perito Ambato #7,96,269,13,2,1
SIN-000257,POL-00183,ASG-00008,VEH-00044,ASG-00008,Vehículos,Volcadura,2023-06-07,2023-06-10,19378.91,19594.08,17568.57,Anticipo,Costa,"Incendio en cocina del domicilio, daños en muebles y estructura.",Sí,PRV-0009,Perito Riobamba #9,76,289,3,1,0
SIN-000258,POL-00258,ASG-00213,VEH-00078,ASG-00213,Vehículos,Pérdida Total,2024-08-31,2024-09-04,25571.56,16435.62,14174.39,Pago Total,Sierra,"Choque por alcance en semáforo, el conductor de atrás no frenó a tiempo.",Sí,PRV-0024,Intermediario Manta #24,236,129,4,2,0
SIN-000259,POL-00114,ASG-00174,VEH-00001,ASG-00174,Salud,Atención Médica,2025-02-04,2025-02-28,19849.85,16838.25,0.0,Reserva,Centro,Pérdida total por volcadura en vía recta sin obstáculos visibles según fotos del lugar.,Sí,PRV-0023,Hospital Santo Domingo #23,259,106,24,2,1
SIN-000260,POL-00281,ASG-00076,VEH-00106,ASG-00002,Salud,Atención Médica,2025-03-26,2025-03-26,50146.13,54864.16,0.0,Cierre Sin Consecuencia,Sur,El asegurado reporta que un vehículo no identificado impactó su auto estacionado.,Sí,PRV-0024,Intermediario Manta #24,288,77,0,0,0
SIN-000261,POL-00072,ASG-00070,VEH-00224,ASG-00231,Generales,Responsabilidad Civil,2023-12-21,2023-12-21,7699.1,5150.52,0.0,Anticipo,Sur,Robo de electrodomésticos en domicilio durante vacaciones del asegurado.,Sí,PRV-0022,Clínica Cuenca #22,145,220,0,1,0
SIN-000262,POL-00245,ASG-00087,VEH-00055,ASG-00238,Salud,Cirugía,2024-12-01,2024-12-02,28542.14,20693.51,17841.03,Anticipo,Norte,Robo de electrodomésticos en domicilio durante vacaciones del asegurado.,Sí,PRV-0003,Abogado Santo Domingo #3,202,163,1,0,0
SIN-000263,POL-00311,ASG-00011,VEH-00359,ASG-00011,Hogar,Robo,2025-04-28,2025-04-30,7492.11,5624.68,5454.28,Pago Parcial,Centro,Incendio del vehículo de origen eléctrico según informe del perito.,Sí,PRV-0006,Taller Riobamba #6,333,32,2,0,0
SIN-000264,POL-00272,ASG-00238,VEH-00138,ASG-00114,Vehículos,Choque,2023-11-07,2023-11-12,27498.74,23031.39,0.0,Reserva,Costa,"El paciente acudió a emergencia por dolor abdominal agudo, requirió cirugía.",Sí,PRV-0027,Abogado Ambato #27,96,269,5,1,0
SIN-000265,POL-00234,ASG-00236,VEH-00156,ASG-00236,Vehículos,Daño Parcial,2023-04-27,2023-05-02,21326.9,17191.5,0.0,Cierre Sin Consecuencia,Sierra,"Incendio en cocina del domicilio, daños en muebles y estructura.",Sí,PRV-0011,Perito Portoviejo #11,74,291,5,1,0
SIN-000266,POL-00112,ASG-00143,VEH-00356,ASG-00143,Vida,Incapacidad,2024-03-16,2024-03-20,41407.46,42613.32,0.0,Cierre Sin Consecuencia,Sur,"Daño por granizo severo que afectó capó, techo y panel lateral.",Sí,PRV-0025,Perito Ibarra #25,220,145,4,1,0
SIN-000267,POL-00201,ASG-00218,,ASG-00052,Generales,Responsabilidad Civil,2024-03-29,2024-04-01,11403.9,9257.12,0.0,Pago Total,Sierra,Inundación por tubería rota que afectó pisos y paredes del primer nivel.,Sí,PRV-0015,Perito Portoviejo #15,199,166,3,0,0
SIN-000268,POL-00118,ASG-00234,,ASG-00234,Hogar,Desastres Naturales,2024-10-31,2024-11-05,47633.23,43078.99,34943.23,Liquidado,Sierra,"Accidente en vía mojada, el vehículo perdió tracción y colisionó contra la baranda.",Sí,PRV-0031,Perito Loja #31,224,141,5,0,0
SIN-000269,POL-00204,ASG-00065,VEH-00217,ASG-00065,Salud,Emergencia,2025-02-14,2025-02-18,17735.32,18093.08,0.0,Negativa,Sierra,"Consulta médica por cuadro respiratorio, derivado a especialista.",Sí,PRV-0019,Taller Esmeraldas #19,229,136,4,0,0
SIN-000270,POL-00182,ASG-00222,VEH-00286,ASG-00222,Vida,Incapacidad,2024-10-07,2024-10-21,13473.49,11148.86,10081.24,Anticipo,Sur,"El vehículo fue sustraído durante la madrugada, el asegurado no recuerda detalles exactos del lugar.",Sí,PRV-0016,Abogado Guayaquil #16,31,334,14,1,1
SIN-000271,POL-00029,ASG-00147,VEH-00157,ASG-00147,Vida,Incapacidad,2023-12-24,2023-12-29,64429.49,54695.75,44435.18,Anticipo,Oriente,"Choque por alcance en semáforo, el conductor de atrás no frenó a tiempo.",Sí,PRV-0018,Clínica Riobamba #18,230,135,5,0,0
SIN-000272,POL-00025,ASG-00162,VEH-00288,ASG-00162,Vehículos,Volcadura,2024-06-15,2024-06-20,1126.57,1006.48,942.63,Anticipo,Centro,El vehículo fue impactado por otro automóvil en la intersección de la Av. Principal con calle secundaria.,Sí,PRV-0002,Abogado Quito #2,269,96,5,1,0
SIN-000273,POL-00025,ASG-00162,VEH-00288,ASG-00162,Vehículos,Pérdida Total,2024-06-29,2024-07-04,960.43,581.57,482.93,Reserva,Sierra,"Choque por alcance en semáforo, el conductor de atrás no frenó a tiempo.",Sí,PRV-0016,Abogado Guayaquil #16,283,82,5,1,0
SIN-000274,POL-00120,ASG-00129,VEH-00085,ASG-00129,Salud,Hospitalización,2024-06-22,2024-07-16,15914.82,12751.43,10411.84,Reserva,Centro,El asegurado reporta daño severo pero las fotos no coinciden con la descripción del impacto.,No,PRV-0030,Taller Guayaquil #30,354,11,24,0,1
SIN-000275,POL-00260,ASG-00228,VEH-00094,ASG-00228,Vida,Incapacidad,2025-06-29,2025-06-30,6438.9,6014.56,5397.48,Cierre Sin Consecuencia,Sur,Robo de electrodomésticos en domicilio durante vacaciones del asegurado.,Sí,PRV-0028,Hospital Machala #28,288,77,1,0,0
SIN-000276,POL-00008,ASG-00065,VEH-00217,ASG-00065,Generales,Robo,2024-01-19,2024-01-22,43999.49,33153.34,0.0,Reserva,Oriente,Robo de electrodomésticos en domicilio durante vacaciones del asegurado.,Sí,PRV-0018,Clínica Riobamba #18,235,130,3,0,0
SIN-000277,POL-00252,ASG-00217,VEH-00316,ASG-00217,Vehículos,Pérdida Total por Robo (PTxRB),2024-08-29,2024-09-02,13045.38,11928.47,11605.87,Anticipo,Centro,El vehículo fue impactado por otro automóvil en la intersección de la Av. Principal con calle secundaria.,Sí,PRV-0008,Grúa Manta #8,63,302,4,1,0
SIN-000278,POL-00127,ASG-00032,,ASG-00032,Generales,Incendio,2024-05-13,2024-05-15,35522.68,37538.27,32081.52,Liquidado,Norte,"El asegurado fue víctima de asalto, le sustrajeron el vehículo con amenaza.",Sí,PRV-0010,Grúa Esmeraldas #10,103,262,2,0,0
SIN-000279,POL-00175,ASG-00035,,ASG-00045,Vida,Fallecimiento,2024-03-06,2024-03-07,931.49,917.5,0.0,Pago Parcial,Oriente,"El asegurado fue víctima de asalto, le sustrajeron el vehículo con amenaza.",Sí,PRV-0031,Perito Loja #31,65,300,1,0,0
SIN-000280,POL-00167,ASG-00203,VEH-00168,ASG-00203,Hogar,Incendio,2024-04-04,2024-04-07,28848.78,30582.82,27454.94,Negativa,Oriente,El vehículo fue impactado por otro automóvil en la intersección de la Av. Principal con calle secundaria.,Sí,PRV-0004,Grúa Quito #4,227,138,3,0,0
SIN-000281,POL-00036,ASG-00183,,ASG-00183,Generales,Responsabilidad Civil,2025-04-07,2025-04-08,2215.39,2085.48,1714.71,Cierre Sin Consecuencia,Centro,Se reporta robo del vehículo estacionado frente al domicilio del asegurado durante la noche.,Sí,PRV-0023,Hospital Santo Domingo #23,262,103,1,0,0
SIN-000282,POL-00277,ASG-00212,VEH-00255,ASG-00065,Hogar,Incendio,2025-03-22,2025-03-23,13625.52,10346.01,10340.22,Pago Total,Sur,"Robo del vehículo en estacionamiento del centro comercial, no hay cámaras disponibles.",Sí,PRV-0021,Hospital Riobamba #21,323,42,1,1,0
SIN-000283,POL-00217,ASG-00168,VEH-00190,ASG-00170,Generales,Daño,2024-09-05,2024-09-08,29151.67,23743.54,19528.27,Anticipo,Costa,Volcadura en carretera rural por exceso de velocidad según informe de tránsito.,Sí,PRV-0031,Perito Loja #31,221,144,3,2,0
SIN-000284,POL-00050,ASG-00074,,ASG-00074,Salud,Hospitalización,2024-05-02,2024-05-03,21633.58,20212.96,18506.22,Pago Parcial,Norte,Volcadura en carretera rural por exceso de velocidad según informe de tránsito.,Sí,PRV-0018,Clínica Riobamba #18,313,52,1,1,0
SIN-000285,POL-00089,ASG-00172,VEH-00041,ASG-00172,Hogar,Daño por Agua,2024-03-21,2024-03-26,12444.81,12642.88,10949.77,Negativa,Costa,"El paciente acudió a emergencia por dolor abdominal agudo, requirió cirugía.",Sí,PRV-0017,Hospital Ibarra #17,222,143,5,0,0
SIN-000286,POL-00276,ASG-00138,VEH-00003,ASG-00138,Salud,Emergencia,2024-12-18,2024-12-28,12457.13,12134.73,10005.62,Liquidado,Norte,"El vehículo fue sustraído durante la madrugada, el asegurado no recuerda detalles exactos del lugar.",Sí,PRV-0011,Perito Portoviejo #11,53,312,10,2,1
